id,app_name,package_name,date_of_analysis,developer,category,number_of_downloads,data_safety_link,privacy_policy_link
311,Photo  Collage - Collage Maker,com.ff.photocollage.stickers,15-09-2023,Fun Factory Studio Apps,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.ff.photocollage.stickers,https://funfactorystudioap.wixsite.com/ffsa
312,HD Zoom Camera,com.appbreakers.hdcamera,15-09-2023,Peakecorp Dev Team,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.appbreakers.hdcamera,http://www.peakecorp.com/privacy-policy-2.html
313,Open Camera,net.sourceforge.opencamera,15-09-2023,Mark Harman,Photography,50M+,https://play.google.com/store/apps/datasafety?id=net.sourceforge.opencamera,https://opencamera.org.uk/privacy_oc.html
314,Photoshop Express Photo Editor,com.adobe.psmobile,15-09-2023,Adobe,Photography,100M+,https://play.google.com/store/apps/datasafety?id=com.adobe.psmobile,http://www.adobe.com/privacy/policy.html
315,Remove Unwanted Object-Retouch,free.backgrounderaser.touchretouch.removeunwantedobject.unwantedcontent,15-09-2023,Facelover,Photography,500K+,https://play.google.com/store/apps/datasafety?id=free.backgrounderaser.touchretouch.removeunwantedobject.unwantedcontent,https://pinpoindev.blogspot.com/p/pin-point-pri.html
316,ToonMe - cartoons from photos,com.vicman.toonmeapp,15-09-2023,Linerock Investments LTD,Photography,50M+,https://play.google.com/store/apps/datasafety?id=com.vicman.toonmeapp,https://pho.to/privacy
317,Face editor magic face app,com.fastface.faceeditor,15-09-2023,FastFaceAI,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.fastface.faceeditor,https://sites.google.com/view/animeme-app/home
318,Phonto - Text on Photos,com.youthhr.phonto,15-09-2023,youthhr,Photography,50M+,https://play.google.com/store/apps/datasafety?id=com.youthhr.phonto,https://phon.to/privacy
321,Photo Editor Pro - Polish,photo.editor.photoeditor.photoeditorpro,15-09-2023,InShot Inc.,Photography,100M+,https://play.google.com/store/apps/datasafety?id=photo.editor.photoeditor.photoeditorpro,https://inshotapp.com/website/collage/policy.html
322,Body Editor & Shape Editor,roxannecrete.bodyshapephotoeditor.bodyretouch,15-09-2023,Roxanne Crete,Photography,100K+,https://play.google.com/store/apps/datasafety?id=roxannecrete.bodyshapephotoeditor.bodyretouch,https://docs.google.com/document/d/e/2PACX-1vRghYw7uquSiqMfc4qrqHveUFp3BYvVqg7vD7peiinB_KbHpV_O7QJzRlI1mEZUmRHTy7HG0AsJSRJf/pub
323,A+ Gallery - Photos & Videos,com.atomicadd.fotos,15-09-2023,AtomicAdd Team,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.atomicadd.fotos,https://atomicadd.com/html/privacy-policy.html
325,Photo Editor,com.iudesk.android.photo.editor,15-09-2023,dev.macgyver,PhotographyPlay Pass,50M+,https://play.google.com/store/apps/datasafety?id=com.iudesk.android.photo.editor,https://www.iudesk.com/photoeditor/privacy
326,Hijab Photo Editor,ladoapps.womengirlsinhijabphotoeditor.frame,15-09-2023,Lado Apps,Photography,50K+,https://play.google.com/store/apps/datasafety?id=ladoapps.womengirlsinhijabphotoeditor.frame,https://docs.google.com/document/d/e/2PACX-1vRKZLkSeQL8EwnDbawDWOWG8NQd8kT6Q8K-2xqlsWdNpAeg_3rwBKMOejAKEsnCw3gNIGsPW2vk7Gg9/pub
327,Background Eraser,com.handycloset.android.eraser,15-09-2023,handyCloset Inc.,Photography,100M+,https://play.google.com/store/apps/datasafety?id=com.handycloset.android.eraser,https://privacy.handycloset.com
328,Book photo frames,com.mvltrapps.photoeditor.bookphotoframes,15-09-2023,MVLTR Apps,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.photoeditor.bookphotoframes,https://mvltrapps.com/privacy-policy.php
329,PicCollage: Grid Collage Maker,com.cardinalblue.piccollage.google,15-09-2023,"Cardinal Blue Software, Inc.",Photography,50M+,https://play.google.com/store/apps/datasafety?id=com.cardinalblue.piccollage.google,http://cardinalblue.com/privacy
330,Black and White Photo Editor,com.blackandwhite.colorfulleditor,15-09-2023,InfyOm Technologies,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.blackandwhite.colorfulleditor,https://assets.infyom.com/mobile-apps/ev-charging/privacypolicy.htm
331,NewProfilePic: Profile Picture,com.vicman.newprofilepic,15-09-2023,Linerock Investments  LTD,Photography,5M+,https://play.google.com/store/apps/datasafety?id=com.vicman.newprofilepic,https://pho.to/privacy
332,Baby Girl Suit Photo Editor,com.allsuit.babygirlsuit,15-09-2023,Allsuitmaster,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.allsuit.babygirlsuit,https://dikesh1989.pythonanywhere.com/static/extra/policy.html
333,Men Sherwani Photo Editor,com.allsuit.sherwanieditor,15-09-2023,Allsuitmaster,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.allsuit.sherwanieditor,https://dikesh1989.pythonanywhere.com/static/extra/policy.html
334,Cymera - Photo Editor Collage,com.cyworld.camera,15-09-2023,SK Communications,Photography,100M+,https://play.google.com/store/apps/datasafety?id=com.cyworld.camera,http://www.cymera.com/privacy/en
335,Valentine Love Photo Frame,pomcoonglala.photo.frame.valentine.love.collage,15-09-2023,PomCoongLaDev,Photography,100K+,https://play.google.com/store/apps/datasafety?id=pomcoonglala.photo.frame.valentine.love.collage,https://pomcoong.com/policy/pomcoongphotoframe.html
336,Heart Effect Video Maker,com.photoeffecteditor.hearteffect.videomaker,15-09-2023,Photo Effect Editor,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.photoeffecteditor.hearteffect.videomaker,https://sites.google.com/view/photoeffecteditor
337,Stylish Commando Suit Editor,com.stylish.commando.suiteditor.photoeditor.militarysuit.photomontage.pictureeditor.smilestudio,15-09-2023,smile studio,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.stylish.commando.suiteditor.photoeditor.militarysuit.photomontage.pictureeditor.smilestudio,https://sites.google.com/view/selfiesmilestudio/home
338,Film Maker Pro - Movie Maker,com.cerdillac.filmmaker,15-09-2023,cerdillac,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.cerdillac.filmmaker,http://www.tribiecommunity.com/pp.html
339,Video Maker with Songs & Photo,com.video.maker,15-09-2023,Multimedia Apps,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.video.maker,https://videostorymaker.wordpress.com/privacy-policy/
340,Before & After Collages,com.fotophillia.beforeaftercollages,15-09-2023,Fotophillia,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.fotophillia.beforeaftercollages,https://sites.google.com/view/beforeandaftercollages/home
341,Selfie Beauty Camera Editor,photo.editor.photoeditor.filtermaster,15-09-2023,Vedmet├© Downloader & Fast Video,Photography,5M+,https://play.google.com/store/apps/datasafety?id=photo.editor.photoeditor.filtermaster,https://sites.google.com/view/svssm-appsolution/home
342,Allshare Cast Screen Mirroring,screen.mirroring_for_all_tv.TV_Cast_Pro.for_Samsung_TV,15-09-2023,SCREEN MIRRORING APP,Photography,100K+,https://play.google.com/store/apps/datasafety?id=screen.mirroring_for_all_tv.TV_Cast_Pro.for_Samsung_TV,https://devmaapps.blogspot.com/2022/01/privacy-policy.html
343,"Adobe Photoshop Mix - Cut-out,",com.adobe.photoshopmix,15-09-2023,Adobe,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.adobe.photoshopmix,https://www.adobe.com/privacy/policy.html
344,Half Saree Face Changer,best.edtphoto.halfsaree_face_changer,15-09-2023,photo editing apps studio,Photography,50K+,https://play.google.com/store/apps/datasafety?id=best.edtphoto.halfsaree_face_changer,http://bestphotoeditingappspolicy.blogspot.in/2017/09/best-photo-editing-apps-privacy-policy.html
345,Village Photo Frames,com.krapps.villagephotoframes,15-09-2023,KR Apps,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.krapps.villagephotoframes,https://krapps.in/privacy-policy.html
346,Change Hairstyle,droidconsulting.smarthairstylead,15-09-2023,Delka&Toni,Photography,1M+,https://play.google.com/store/apps/datasafety?id=droidconsulting.smarthairstylead,https://sites.google.com/view/love-christmas-privacy-policy/home
347,Boys Photo editor,girls.photo.editor.apps.boyuniform,15-09-2023,Girls Photo Editor,Photography,50K+,https://play.google.com/store/apps/datasafety?id=girls.photo.editor.apps.boyuniform,http://girlsphotoeditors.fun/Privacy-policy.html
348,GPS Map Camera,com.gpsmapcamera.geotagginglocationonphoto,15-09-2023,GPS Map Camera,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.gpsmapcamera.geotagginglocationonphoto,https://sites.google.com/view/gpsmapcameraapps/home
349,Fancy Shirt Photo Suit,com.allsuit.fancy.shirt.photosuit,15-09-2023,Allsuitmaster,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.allsuit.fancy.shirt.photosuit,https://dikesh1989.pythonanywhere.com/static/extra/policy.html
350,Man Suit Photo Editor,com.allsuit.man.suit.photos,15-09-2023,Allsuitmaster,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.allsuit.man.suit.photos,https://dikesh1989.pythonanywhere.com/static/extra/policy.html
351,Picuki - IG viewer anonymously,com.lanshark.picuki,15-09-2023,Colapanda,Photography,10K+,https://play.google.com/store/apps/datasafety?id=com.lanshark.picuki,https://lanshark.colapanda.com/privacy
352,Men Formal Shirt Photo Editor,com.allsuit.man.formal.shirt.photoeditor,15-09-2023,Allsuitmaster,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.allsuit.man.formal.shirt.photoeditor,https://dikesh1989.pythonanywhere.com/static/extra/policy.html
353,SNOW - AI Profile,com.campmobile.snow,15-09-2023,SNOW Corporation,Photography,100M+,https://play.google.com/store/apps/datasafety?id=com.campmobile.snow,https://terms.snow.me/snow/PrivacyPolicy
354,Echo MagicMirror Effect Filter,makstyle.bestechomagicmirroreffect,15-09-2023,Stylish Photo Apps,Photography,1M+,https://play.google.com/store/apps/datasafety?id=makstyle.bestechomagicmirroreffect,https://makstyleappsprivacy.blogspot.com/2020/11/privacy-policy.html
355,Pixajoy Photo Book,my.com.pixajoy,15-09-2023,Pixajoy,Photography,100K+,https://play.google.com/store/apps/datasafety?id=my.com.pixajoy,https://www.pixajoy.com.my/legal-stuff/privacy-policy
356,MomentCam Cartoons & Stickers,com.manboker.headportrait,15-09-2023,Eureka Studios,Photography,50M+,https://play.google.com/store/apps/datasafety?id=com.manboker.headportrait,https://mojipop.com/mcprivacypolicy.html
357,Happy New Year Frame 2023,com.mobileappsdunia.happynewyearframes,15-09-2023,Mobile Apps Dunia,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.mobileappsdunia.happynewyearframes,https://ssijmar.in/privacy-policy-new.html
358,OVF Editor,com.mutaeb.OVFEditor,15-09-2023,Mutaeb Alqahtani,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.mutaeb.OVFEditor,https://www.ovfeditor.com/privacy
359,Morning and Night Wishes,com.iraprotsak.morningnight,15-09-2023,protsakira,Photography,500K+,https://play.google.com/store/apps/datasafety?id=com.iraprotsak.morningnight,https://protsak2017.blogspot.com/2017/10/good-morning-night-wishes-privacy-policy.html
360,Monogram Maker,com.appone.monogram,15-09-2023,Appone Design,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.appone.monogram,https://uniqueappstudio.wixsite.com/unique/privacy-policy
361,FlipCam Video Recorder,com.flipcam,15-09-2023,Koushick Suriyanarayanan,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.flipcam,https://koushick123.github.io/FlipCam/
363,Photo Collage & Art Frame,com.westpoint.photoeditor.photocollage,15-09-2023,WestPoint Store,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.westpoint.photoeditor.photocollage,https://westpointstudio.wordpress.com/2021/03/30/privacy-policy/
365,Man Suit Camera,com.atsdev.mansuitcamera,15-09-2023,AT Software Developers,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.atsdev.mansuitcamera,https://atsoftdeveloper.wordpress.com/
366,Photo Editor - Collage Maker,photocollage.photoeditor.collagemaker,15-09-2023,Photo Editor & Collage Maker,Photography,50M+,https://play.google.com/store/apps/datasafety?id=photocollage.photoeditor.collagemaker,https://photoeditorapps.com/website/policy2.html
367,Man Jacket Photo Suit,com.sigmaappsolution.jacketphotosuit,15-09-2023,Millennium Creativity Apps,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.sigmaappsolution.jacketphotosuit,https://millenniumcreativityapps.blogspot.com/2022/06/privacy-policy.html
368,"PhotoLayers-Superimpose,Eraser",com.handycloset.android.photolayers,15-09-2023,handyCloset Inc.,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.handycloset.android.photolayers,https://privacy.handycloset.com
369,"Photo collage, photo frames, p",com.photocollage.photoframe.photofamily,15-09-2023,lock screen love,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.photocollage.photoframe.photofamily,https://sites.google.com/view/photocollage-frame
370,Gif Me! Camera - GIF maker,com.xnview.XnGif,15-09-2023,XnView,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.xnview.XnGif,http://www.xnview.com/PrivacyPolicy.html
371,Waterfall Photo Editor,com.Creativestarapps.waterfall.photoeditor,15-09-2023,CreativeStarApps,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.Creativestarapps.waterfall.photoeditor,https://sites.google.com/view/creativestarapps/home
372,comics and cartoon maker,gr.gamebrain.comica,15-09-2023,Game Brain,Photography,10M+,https://play.google.com/store/apps/datasafety?id=gr.gamebrain.comica,http://www.isystemgroup.org/gamebrain_policy.html
373,Fashion Lehenga Choli Dresses,com.myphotoapps.lehengacholifashiondressesforwomen,15-09-2023,My Photo Apps,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.myphotoapps.lehengacholifashiondressesforwomen,https://myphotoapps461.blogspot.com/p/privacy-policy.html
374,"Hide Photos, Video and App Loc",com.hideitpro,15-09-2023,ANUJ TENANI,Photography,50M+,https://play.google.com/store/apps/datasafety?id=com.hideitpro,http://hideitpro.com/privacy_policy.html
375,Independence Day Photo Frame,com.appsdunia.independanceday,15-09-2023,Mobile Apps Dunia,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.appsdunia.independanceday,https://ssijmar.in/privacy-policy-new.html
376,Time Cut : Smooth Slow Motion,com.accarunit.slowmotion,15-09-2023,changpeng,Photography,5M+,https://play.google.com/store/apps/datasafety?id=com.accarunit.slowmotion,https://www.tribieforum.com/privacy.html
377,Photos framed,gkv.photoframed.photoeditor,15-09-2023,30GKv,Photography,100K+,https://play.google.com/store/apps/datasafety?id=gkv.photoframed.photoeditor,https://sites.google.com/view/30gkv/home
378,Black Cat Wallpapers,com.blackcatwallpapers.app,15-09-2023,ZaidDev,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.blackcatwallpapers.app,https://137141.hostmypolicy.com/
379,Photo Lab Picture Editor & Art,vsin.t16_funny_photo,15-09-2023,Linerock Investments LTD,Photography,100M+,https://play.google.com/store/apps/datasafety?id=vsin.t16_funny_photo,http://pho.to/policy.php
380,Collage Maker - Photo Grid,com.avnsoft.photoeditor.photocollage,15-09-2023,AMOBEAR TECHNOLOGY GROUP,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.avnsoft.photoeditor.photocollage,https://sites.google.com/view/photomaker2021/home
381,Photo editor: Travel anywhere,ring.photoeditor.travelanywhere,15-09-2023,Ringtones Pro,Photography,100K+,https://play.google.com/store/apps/datasafety?id=ring.photoeditor.travelanywhere,https://sites.google.com/view/ring-tone-pro/home
382,Adobe Photoshop Fix,com.adobe.adobephotoshopfix,15-09-2023,Adobe,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.adobe.adobephotoshopfix,http://www.adobe.com/privacy/policy.html
383,Layout collage: Photo editor,topvn.layoutphoto.layoutcollage,15-09-2023,GKV Studio,Photography,100K+,https://play.google.com/store/apps/datasafety?id=topvn.layoutphoto.layoutcollage,https://store-topvn.web.app/
384,Photo editing: Travel anywhere,g3s.photoeditting.travelanywhere,15-09-2023,G3 Studio,Photography,100K+,https://play.google.com/store/apps/datasafety?id=g3s.photoeditting.travelanywhere,https://sites.google.com/view/g3-studio/home
385,Nature Dual Photo Frames,com.appbites.naturedualphotoframes,15-09-2023,App Bites,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.appbites.naturedualphotoframes,https://kirakapps.com/privacy_policy.html
386,Wedding Camera Montage Maker,com.pavahainc.weddingcamera,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.weddingcamera,http://letapps.com/privacy.html
387,Photo Gallery & Album,media.album.photo.gallery,15-09-2023,Easyelife,Photography,10M+,https://play.google.com/store/apps/datasafety?id=media.album.photo.gallery,https://apppolicy.oss-us-west-1.aliyuncs.com/gallery/AppPrivacy.html
388,Men Suit Camera: Montage Maker,com.pavahainc.mensuitcamera,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.mensuitcamera,http://letapps.com/privacy.html
389,Women Hairstyles Camera,com.pavahainc.womenhairstylescamera,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.womenhairstylescamera,http://letapps.com/privacy.html
390,Jewelry Camera Photo Editor,com.pavahainc.jewelrycamera,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.jewelrycamera,http://letapps.com/privacy.html
391,Police Photo Editor Suit Dress,com.pavahainc.policephotoeditor,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.policephotoeditor,http://letapps.com/privacy.html
392,Princess Camera,com.pavahainc.princesscameranew,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.princesscameranew,http://letapps.com/privacy.html
393,Spring Photo Effects Editor,com.pavahainc.springphotoeffectseditor,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.springphotoeffectseditor,http://letapps.com/privacy.html
394,Timestamp Camera,com.jeyluta.timestampcamerafree,15-09-2023,Bian Di,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.jeyluta.timestampcamerafree,http://www.timestampcamera.com/PrivacyPolicy.html
395,HD Camera for Android,photo.android.hd.camera,15-09-2023,Mobile_V5,Photography,50M+,https://play.google.com/store/apps/datasafety?id=photo.android.hd.camera,https://mobv5privacy.oss-us-west-1.aliyuncs.com/camera/AppPrivacy.html
396,Picture Shape Photo Editor,com.pavahainc.pictureshape,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.pictureshape,http://letapps.com/privacy.html
397,Lighting Text on Photo,com.pavahainc.lightingtextnameartmaker,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.lightingtextnameartmaker,http://letapps.com/privacy.html
398,"New year PhotoFrames, Cards",com.gm.newyearphotoframes.happynewyear.wishes.newyear.greetingcards,15-09-2023,ShamiTech Apps,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.gm.newyearphotoframes.happynewyear.wishes.newyear.greetingcards,http://shaasaapps.blogspot.com/2018/07/privacypolicy.html
399,Picture Art Painting Effects,com.pavahainc.pictureartpaintingeffects,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.pictureartpaintingeffects,http://letapps.com/privacy.html
400,3D Overlay Photo Blender App,com.pavahainc.threedoverlayphotoblenderapp,15-09-2023,Pavaha Lab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pavahainc.threedoverlayphotoblenderapp,http://letapps.com/privacy.html
